"PLAYER","TEAM","AGE","GP","W","L","MIN","PTS","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","OREB","DREB","REB","AST","TOV","STL","BLK","PF","FP","DD2","TD3","+/-","GP RANK","W RANK","L RANK","MIN RANK","PTS RANK","FGM RANK","FGA RANK","FG% RANK","3PM RANK","3PA RANK","3P% RANK","FTM RANK","FTA RANK","FT% RANK","OREB RANK","DREB RANK","REB RANK","AST RANK","TOV RANK","STL RANK","BLK RANK","PF RANK","FP RANK","DD2 RANK","TD3 RANK","+/- RANK","3PTMissed","FG_Missed","FTMissed","score","day"
"Chimezie Metu","SAC",23,1,0,1,4.8,7,3,4,75,1,1,100,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,6,"2021-01-04"
"Jahmi'us Ramsey","SAC",19,1,0,1,4.8,3,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,"2021-01-04"
"Paul Watson","TOR",26,1,0,1,3.1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,4.2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,"2021-01-04"
"Robert Woodard II","SAC",21,1,0,1,4.8,4,2,6,33.3,0,1,0,0,0,0,3,3,6,0,0,0,0,0,11.2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,6,"2021-01-04"
"Darius Miller","OKC",30,1,0,1,7.3,3,1,3,33.3,1,3,33.3,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,-1,"2021-01-04"
"Eric Bledsoe","NOP",31,1,0,1,34.4,12,4,9,44.4,1,3,33.3,3,4,75,2,9,11,5,4,0,0,5,28.7,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,13,"2021-01-04"
"Josh Hall","OKC",20,1,0,1,7.3,0,0,2,0,0,1,0,0,0,0,1,2,3,2,1,0,0,2,5.6,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,"2021-01-04"
"Justin James","SAC",23,1,0,1,7.8,4,2,3,66.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,"2021-01-04"
"Moses Brown","OKC",21,1,0,1,5.8,5,1,1,100,0,0,0,3,8,37.5,1,2,3,0,0,1,0,0,11.6,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,4,"2021-01-04"
"Paul Reed","PHI",21,1,1,0,1.4,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,"2021-01-04"
"Caleb Martin","CHA",25,1,0,1,17.4,7,2,4,50,0,2,0,3,5,60,2,1,3,2,3,0,1,0,13.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,6,"2021-01-04"
"Jordan Bone","ORL",23,1,1,0,2.9,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,"2021-01-04"
"Karim Mane","ORL",20,1,1,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,"2021-01-04"
"Svi Mykhailiuk","DET",23,1,0,1,29.6,13,3,6,50,3,5,60,4,4,100,1,2,3,3,0,1,1,0,27.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,18,"2021-01-04"
"Brodric Thomas","HOU",23,1,0,1,1.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,-1,"2021-01-04"
"Bruno Caboclo","HOU",25,1,0,1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"2021-01-04"
"Clint Capela","ATL",26,1,0,1,30.6,12,5,7,71.4,0,0,0,2,2,100,2,10,12,0,0,0,1,3,29.4,1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,20,"2021-01-04"
"Delon Wright","DET",28,1,0,1,10,2,1,2,50,0,1,0,0,0,0,0,2,2,2,1,1,0,1,9.4,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,4,"2021-01-04"
"JaKarr Sampson","IND",27,1,1,0,9,7,2,3,66.7,0,1,0,3,3,100,0,1,1,0,0,0,1,2,11.2,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,8,"2021-01-04"
"Jahlil Okafor","DET",25,1,0,1,3.9,2,1,2,50,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3.2,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,"2021-01-04"
"Jordan Poole","GSW",21,1,1,0,7.8,8,3,5,60,2,3,66.7,0,0,0,0,1,1,0,1,0,0,1,8.2,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,7,"2021-01-04"
"KZ Okpala","MIA",21,1,1,0,6,2,1,2,50,0,0,0,0,2,0,0,2,2,0,1,1,0,1,6.4,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,2,"2021-01-04"
"Kendrick Nunn","MIA",25,1,1,0,6,8,4,6,66.7,0,2,0,0,0,0,0,0,0,2,0,0,0,1,11,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,9,"2021-01-04"
"Matisse Thybulle","PHI",23,1,1,0,16.3,4,2,5,40,0,3,0,0,0,0,0,2,2,4,0,2,0,0,18.4,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,11,"2021-01-04"
"Maurice Harkless","MIA",27,1,1,0,5.8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,-1,"2021-01-04"
"Mo Bamba","ORL",22,1,1,0,4.5,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,1,5.9,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,"2021-01-04"
"Nico Mannion","GSW",19,1,1,0,7.8,0,0,2,0,0,1,0,0,0,0,0,2,2,2,0,0,0,1,5.4,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,"2021-01-04"
"Robert Williams III","BOS",23,1,1,0,19.7,11,4,5,80,0,0,0,3,3,100,6,9,15,0,3,1,2,1,35,1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,26,"2021-01-04"
"Saddiq Bey","DET",21,1,0,1,30.9,9,3,8,37.5,1,6,16.7,2,2,100,0,3,3,0,0,0,0,2,12.6,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,5,"2021-01-04"
"Solomon Hill","ATL",29,1,0,1,10.9,2,0,1,0,0,0,0,2,2,100,2,0,2,0,0,0,0,0,4.4,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,3,"2021-01-04"
"T.J. McConnell","IND",28,1,1,0,23.5,6,3,5,60,0,1,0,0,0,0,0,4,4,2,0,3,0,1,22.8,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,14,"2021-01-04"
"Chris Silva","MIA",24,1,1,0,5,2,1,1,100,0,0,0,0,0,0,1,4,5,1,3,0,0,1,6.5,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,6,"2021-01-04"
"Isaiah Stewart","DET",19,1,0,1,20.4,4,2,3,66.7,0,0,0,0,0,0,0,2,2,1,0,1,1,4,13.9,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,"2021-01-04"
"JJ Redick","NOP",36,1,0,1,33,3,1,9,11.1,1,6,16.7,0,0,0,1,0,1,1,1,0,0,1,4.7,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,0,-5,"2021-01-04"
"Lonzo Ball","NOP",23,1,0,1,38.2,18,7,11,63.6,4,6,66.7,0,0,0,0,6,6,6,4,0,0,5,30.2,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,17,"2021-01-04"
"Myles Turner","IND",24,1,1,0,22.6,17,7,11,63.6,2,3,66.7,1,2,50,0,2,2,0,1,1,3,6,30.4,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,13,"2021-01-04"
"Reggie Bullock","NYK",29,1,1,0,25.8,7,3,6,50,0,2,0,1,2,50,0,3,3,3,2,0,0,1,13.1,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,8,"2021-01-04"
"De'Andre Hunter","ATL",23,1,0,1,37,23,9,15,60,3,6,50,2,3,66.7,1,7,8,1,0,0,1,2,37.1,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,1,24,"2021-01-04"
"Dean Wade","CLE",24,1,0,1,14.7,0,0,4,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,-3,"2021-01-04"
"Kyle Guy","SAC",23,1,0,1,16,7,2,6,33.3,0,2,0,3,4,75,0,3,3,5,0,0,0,0,18.1,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,10,"2021-01-04"
"Malachi Flynn","TOR",22,1,0,1,15.8,0,0,6,0,0,4,0,0,0,0,0,0,0,1,0,1,0,1,4.5,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0,-5,"2021-01-04"
"P.J. Washington","CHA",22,1,0,1,26.8,12,4,10,40,2,5,40,2,2,100,1,7,8,5,1,0,0,5,28.1,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0,13,"2021-01-04"
"Stanley Johnson","TOR",24,1,0,1,11,0,0,1,0,0,1,0,0,0,0,0,2,2,2,2,3,0,1,12.4,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,3,"2021-01-04"
"Tyrese Maxey","PHI",20,1,1,0,21.2,11,4,10,40,2,3,66.7,1,1,100,0,2,2,2,0,1,0,2,19.4,0,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,10,"2021-01-04"
"Aaron Nesmith","BOS",21,1,1,0,10.5,0,0,3,0,0,2,0,0,0,0,0,2,2,0,0,0,0,4,2.4,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,-3,"2021-01-04"
"Aron Baynes","TOR",34,1,0,1,13.6,0,0,5,0,0,0,0,0,0,0,3,1,4,0,0,0,0,1,4.8,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,-2,"2021-01-04"
"Chris Boucher","TOR",27,1,0,1,21,9,2,6,33.3,1,4,25,4,6,66.7,1,5,6,1,1,2,2,1,28.7,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,12,"2021-01-04"
"Dante Exum","CLE",25,1,0,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,-1,"2021-01-04"
"Jalen Brunson","DAL",24,1,1,0,18.6,6,2,6,33.3,0,1,0,2,2,100,0,0,0,4,0,0,0,1,12,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,7,"2021-01-04"
"Lamar Stevens","CLE",23,1,0,1,14.8,6,2,8,25,1,2,50,1,2,50,0,0,0,0,1,3,0,1,14,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,1,0,"2021-01-04"
"Sekou Doumbouya","DET",20,1,0,1,23.5,13,4,13,30.8,3,6,50,2,2,100,0,2,2,1,0,2,0,3,22.9,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,0,6,"2021-01-04"
"Terrance Ferguson","PHI",22,1,1,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,"2021-01-04"
"Wes Iwundu","DAL",26,1,1,0,2.7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,"2021-01-04"
"Al Horford","OKC",34,1,0,1,21.2,2,1,6,16.7,0,4,0,0,0,0,1,4,5,1,0,0,0,1,9.5,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,0,2,"2021-01-04"
"Cam Reddish","ATL",21,1,0,1,30.3,10,4,11,36.4,2,6,33.3,0,1,0,0,4,4,1,2,0,0,4,14.3,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,1,1,"2021-01-04"
"Dakota Mathias","PHI",25,1,1,0,4,8,3,3,100,1,1,100,1,2,50,0,0,0,0,0,0,0,1,8,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,8,"2021-01-04"
"George Hill","OKC",34,1,0,1,21.2,3,1,5,20,1,3,33.3,0,0,0,0,0,0,2,0,0,1,0,9,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,2,"2021-01-04"
"Kyle Lowry","TOR",34,1,0,1,32.9,18,5,13,38.5,1,5,20,7,8,87.5,0,5,5,5,1,2,0,4,36.5,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,1,16,"2021-01-04"
"Mitchell Robinson","NYK",22,1,1,0,28.3,8,4,7,57.1,0,0,0,0,0,0,4,3,7,0,1,4,2,3,33.4,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,16,"2021-01-04"
"Alex Len","TOR",27,1,0,1,9,0,0,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0,2,2.9,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,-1,"2021-01-04"
"Brandon Ingram","NOP",23,1,0,1,40,31,12,31,38.7,1,6,16.7,6,6,100,1,3,4,8,1,1,2,0,55.8,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,19,0,26,"2021-01-04"
"Daniel Theis","BOS",28,1,1,0,13.7,2,1,1,100,0,0,0,0,2,0,1,2,3,0,0,0,0,1,5.6,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,4,"2021-01-04"
"Jaxson Hayes","NOP",20,1,0,1,13.9,9,4,5,80,0,0,0,1,1,100,2,3,5,0,1,0,1,1,17,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,12,"2021-01-04"
"Malik Monk","CHA",22,1,0,1,9.7,1,0,1,0,0,1,0,1,2,50,0,0,0,3,1,0,0,0,4.5,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,"2021-01-04"
"Thon Maker","CLE",23,1,0,1,17.6,3,1,2,50,0,0,0,1,2,50,2,3,5,1,1,1,1,1,15.5,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,7,"2021-01-04"
"Gordon Hayward","CHA",30,1,0,1,32.6,18,7,14,50,2,7,28.6,2,2,100,0,8,8,2,2,1,1,4,34.6,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,0,17,"2021-01-04"
"Isaiah Joe","PHI",21,1,1,0,5.6,0,0,2,0,0,1,0,0,0,0,1,1,2,3,0,0,0,3,6.9,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,2,"2021-01-04"
"Jerami Grant","DET",26,1,0,1,34.2,24,10,25,40,4,10,40,0,0,0,0,4,4,3,2,1,3,2,43.3,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,15,0,16,"2021-01-04"
"Nickeil Alexander-Walker","NOP",22,1,0,1,11,6,2,5,40,2,4,50,0,0,0,1,1,2,1,0,0,0,1,9.9,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,5,"2021-01-04"
"Vincent Poirier","PHI",27,1,1,0,5.6,2,0,1,0,0,0,0,2,4,50,1,0,1,1,0,0,0,1,4.7,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,2,"2021-01-04"
"Kevin Huerter","ATL",22,1,0,1,31.3,9,4,12,33.3,1,6,16.7,0,0,0,1,1,2,3,0,1,0,2,18.9,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,0,5,"2021-01-04"
"Mason Plumlee","DET",30,1,0,1,20,4,2,7,28.6,0,1,0,0,0,0,4,4,8,6,2,1,0,1,23.6,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,11,"2021-01-04"
"Wayne Ellington","DET",33,1,0,1,24.8,13,5,7,71.4,3,4,75,0,0,0,0,4,4,2,0,1,0,1,23.8,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,17,"2021-01-04"
"Dwight Powell","DAL",29,1,1,0,14.6,2,1,2,50,0,0,0,0,0,0,2,0,2,0,0,1,1,3,10.4,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,"2021-01-04"
"Fred VanVleet","TOR",26,1,0,1,33.4,35,13,20,65,6,9,66.7,3,4,75,1,7,8,3,2,2,0,2,53.1,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,1,36,"2021-01-04"
"Hassan Whiteside","SAC",31,1,0,1,11.8,8,2,5,40,0,0,0,4,5,80,1,1,2,0,1,0,3,0,18.4,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,8,"2021-01-04"
"Jordan Nwora","MIL",22,1,1,0,7.8,2,1,2,50,0,1,0,0,0,0,0,2,2,0,2,0,0,1,2.4,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,"2021-01-04"
"Josh Hart","NOP",25,1,0,1,28.5,3,1,5,20,0,2,0,1,1,100,1,9,10,3,0,0,0,0,19.5,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,12,"2021-01-04"
"LaMelo Ball","CHA",19,1,0,1,30.4,12,5,16,31.3,0,5,0,2,3,66.7,2,5,7,9,2,2,0,2,37.9,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,1,14,"2021-01-04"
"Richaun Holmes","SAC",27,1,0,1,18.8,4,2,4,50,0,0,0,0,0,0,1,2,3,0,1,1,0,5,9.6,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,"2021-01-04"
"Rodney McGruder","DET",29,1,0,1,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"2021-01-04"
